,MLE_Diff_mean_1000,MLE_Diff_var_1000,Unbiased_Diff_mean_1000,Unbiased_Diff_var_1000
1,0.0449699093993026,-0.00029402690080249094,0.0449699093993026,-0.0012953222230256412
2,-0.0067955839131596816,-0.04757296439877656,-0.0067955839131596816,-0.048621585984761406
3,0.07296080365463663,-0.011716386324809314,0.07296080365463663,-0.012729115440249572
4,-0.013059969997528153,0.010051515618437645,-0.013059969997528153,0.009060576194632297
5,0.0055435714494469135,0.039022901659356846,0.0055435714494469135,0.03806096262197889
6,0.04453844992201804,-0.06376305821943751,0.04453844992201804,-0.06482788610554291
7,0.0029804467065361676,-0.03324661661490036,0.0029804467065361676,-0.03428089751241292
8,0.026481728768164865,0.016097063410727808,0.026481728768164865,0.01511217558631417
9,0.030604173352393915,-0.019935278496666875,0.030604173352393915,-0.020956234731398293
10,0.0033841702748640934,0.017496445606070887,0.0033841702748640934,0.016512958564635527
11,-0.06733485477198856,0.024504298086487797,-0.06733485477198856,0.023527825912400213
12,0.04630604230515521,0.0420660977797046,0.04630604230515521,0.04110720498468923
13,0.014558455671615561,-0.03775255169186087,0.014558455671615561,-0.03879134303489584
14,-0.022657272285227514,-0.003872412868523689,-0.022657272285227514,-0.004877290158682213
15,0.037106855947377,-0.04500841800342248,0.037106855947377,-0.046054472475898445
16,-0.04857144176927686,-0.002978089983958876,-0.04857144176927686,-0.003982072056015085
17,0.02823474411801358,-0.009069683249642857,0.02823474411801358,-0.010079763012655674
18,0.005750309052461678,-0.03148862325980284,0.005750309052461678,-0.03252114440420706
19,0.012751244096173118,-0.08181250193743361,0.012751244096173118,-0.08289539733476836
20,-0.041074163594560016,0.12230293660700031,-0.041074163594560016,0.12142436096796827
21,0.007341471461756794,0.040800575735438716,0.007341471461756794,0.039840416151590397
22,-0.04232214505450129,0.017097607862546327,-0.04232214505450129,0.01611372158413038
23,0.05361086201262472,-0.016290740739209886,0.05361086201262472,-0.017308048787997743
24,0.012733189698655492,-0.04137861510976992,0.012733189698655492,-0.04242103614591586
25,-0.0028351221049642654,-0.0019977200879053303,-0.0028351221049642654,-0.0030007208087141635
26,-0.013494303059705543,0.08548886714485515,-0.013494303059705543,0.08457344058544058
27,-0.018687123378839852,-0.05657828587853264,-0.018687123378839852,-0.057635921800332834
28,-0.017701322516639993,-0.04257507951179673,-0.017701322516639993,-0.043618698210006634
29,0.021913320342398058,-0.044446868222527414,0.021913320342398058,-0.04549236058311057
30,-0.0031190861638310734,-0.06088774721182011,-0.0031190861638310734,-0.06194969690872898
31,-0.027835205496240772,-0.019619246246109112,-0.027835205496240772,-0.020639886132241214
