,MLE_Diff_mean_10000,MLE_Diff_var_10000,Unbiased_Diff_mean_10000,Unbiased_Diff_var_10000
1,-0.00500246219702171,-0.004079275796327275,-0.00500246219702171,-0.004179693765703707
2,0.0024863640489032543,-0.020160533884821863,0.0024863640489032543,-0.02026256014083594
3,0.0023941487403007587,0.015228453546775711,0.0023941487403007587,0.015129966543430129
4,0.009915765449041337,-0.0006507944886255945,0.009915765449041337,-0.0007508695755831241
5,0.004798744861821182,0.0030007134849076023,0.004798744861821182,0.0029010035852661264
6,0.011065882232486281,0.0073149399420877614,0.011065882232486281,0.007215661508238602
7,-0.0017464892235780185,0.011212700923550645,-0.0017464892235780185,0.011113812304781145
8,0.01137612775962829,0.014289756022137223,0.01137612775962829,0.01419117513965118
9,0.0013106268433588485,-0.007630042931449088,0.0013106268433588485,-0.007730816013050479
10,-0.01762092972202482,0.01119700061095541,-0.01762092972202482,0.011098110421997598
11,-0.002551669877149016,-0.008930810356364116,-0.002551669877149016,-0.009031713527716922
12,-0.030232458166007472,0.0035495812902076596,-0.030232458166007472,0.0034499262828359134
13,0.007131631154859882,0.0049770621194688,0.007131631154859882,0.004877549874456211
14,-0.002199646454389359,-0.008463356079610351,-0.002199646454389359,-0.00856421250086048
15,-0.0014782382613184445,0.004536582370882392,-0.0014782382613184445,0.004437026073489725
16,-0.01287235512767471,0.006923019094028815,-0.01287235512767471,0.006823701464175325
17,0.004778909958381048,-0.005502384005183769,0.004778909958381048,-0.005602944299613721
18,0.00797337693790505,-0.004661416710929345,0.00797337693790505,-0.004761892900219333
19,0.007525050885809813,-0.01988488226231322,0.007525050885809813,-0.019986880950408237
20,-0.012975850873780413,0.02582856320800475,-0.012975850873780413,0.025731136321636927
21,0.002006585196016492,0.0074201751888997025,0.002006585196016492,0.007320907279627642
22,-0.0028891842462482804,-0.02155892264518977,-0.0028891842462482804,-0.02166108875406514
23,0.00391253950325843,-0.023066743446586324,0.00391253950325843,-0.023169060352621562
24,-0.002611172898886762,-0.00434152708724489,-0.002611172898886762,-0.004441971284373292
25,-0.005692894288497786,0.0045121485016307306,-0.005692894288497786,0.0044125897606067666
26,-0.007113960828889574,-0.0013576592757964523,-0.007113960828889574,-0.0014578050563021083
27,0.023428643973352547,0.002237849954407456,0.023428643973352547,0.002138063760783515
28,0.01169996178918176,-0.007759422602596988,0.01169996178918176,-0.007860208623459375
29,0.000533774301309998,-0.00884849937485721,0.000533774301309998,-0.00894939431428865
30,-0.004544213405352444,0.005573989159866843,-0.004544213405352444,0.005474536613528258
31,-0.01043394012051218,-0.022003190247247062,-0.01043394012051218,-0.022105400787325813
32,-0.005472999173713898,-0.028436292236866834,-0.005472999173713898,-0.02853914615148212
33,-0.004074257596628466,0.001588870242716589,-0.004074257596628466,0.0014890191446310652
34,0.00659476138878129,0.0010729381680586458,0.00659476138878129,0.0009730354716058764
35,0.017902228846063004,0.0028296196135922935,0.017902228846063004,0.0027298926028526127
36,0.005236109360350512,-0.016910389702241124,0.005236109360350512,-0.017012090911332267
37,0.016699337781473575,0.009534533944445811,0.016699337781473575,0.009435477492195088
38,0.0023068348116624888,-0.006615878772818107,0.0023068348116624888,-0.006716550427861012
39,0.009057590424191738,0.019768953808443568,0.009057590424191738,0.019670920900533684
40,-0.01892087358887074,-0.015683629654619002,-0.01892087358887074,-0.015785208175436605
41,0.008849633468181309,0.00037613919582968336,0.008849633468181309,0.0002761668125108585
42,0.0035971335543138728,-0.008593380796227512,0.0035971335543138728,-0.0086942502212497
43,-0.014144370621897249,0.013611017111325396,-0.014144370621897249,0.013512368348160275
44,0.0009265177380288323,-0.0033824009761822538,0.0009265177380288323,-0.0034827492511073643
45,-0.010844436027517388,0.01719757613656947,-0.010844436027517388,0.017099286065175967
46,-0.012307899072690792,0.023373283872139106,-0.012307899072690792,0.023275611433282384
47,0.002150538593847017,-0.0029595317372375085,0.002150538593847017,-0.003059837721009595
48,-0.009083265064048392,0.007903030492242946,-0.009083265064048392,0.007803810873330264
49,-0.008819871745094033,0.014142916478586454,-0.008819871745094033,0.014044320910677532
50,0.016616634636154794,-0.00937902002475166,0.016616634636154794,-0.00947996802155382
51,0.0008589865462962919,-0.005759384812243917,0.0008589865462962919,-0.005859970809324766
52,0.0069974922477644445,-0.0048727194767936854,0.0069974922477644445,-0.004973216798473512
53,-0.017315618270957716,0.01065464219383061,-0.017315618270957716,0.010555697763606986
54,-0.00863349969511358,0.0248745019663853,-0.00863349969511358,0.024776979664351773
55,-0.0007479135007063265,-0.002709621414337837,-0.0007479135007063265,-0.002809902404578457
56,-0.008791409567184348,0.0401410087073647,-0.008791409567184348,0.04004501320868559
57,0.00810767216810341,-0.01314352285442566,0.00810767216810341,-0.013244847339159538
58,-0.0005952884900419705,0.0052745640424396445,-0.0005952884900419705,0.005175081550594762
59,-0.005055293087679608,0.005444392437921497,-0.005055293087679608,0.005344926930614502
60,-0.0024058672002909166,-0.004387125221045229,-0.0024058672002909166,-0.004487573978443127
61,0.01600430561164038,-0.015314642409294255,0.01600430561164038,-0.015416184027697177
62,0.014823330881342599,0.009812866156746702,0.014823330881342599,0.009713837540500814
63,0.0013801474513291227,0.018163121370120106,0.0013801474513291227,0.018064927862906366
64,0.0064862048668740515,-0.00345573463733051,0.0064862048668740515,-0.0035560902463551702
65,0.008832953025001896,-0.016718563720624635,0.008832953025001896,-0.016820245745199136
66,0.003394004109310282,-0.004413708720672815,0.003394004109310282,-0.004514160136686485
67,-0.002150309795208984,-0.0018500405775023765,-0.002150309795208984,-0.0019502356010625554
68,0.003224908701172787,0.01714667373319012,0.003224908701172787,0.01704837857104713
69,0.0003591924593829752,0.007054387449354493,0.0003591924593829752,0.006955082957650349
70,0.00557326556263899,-0.0003832765115145964,0.00557326556263899,-0.0004833248439988225
71,-0.017687957399465944,0.0038509302878357854,-0.017687957399465944,0.0037513054183776484
72,0.005556837423195664,0.014144902567302609,0.005556837423195664,0.014046307198022356
73,-0.0008209312917348415,0.00018413305032449756,-0.0008209312917348415,8.414146447088822e-05
74,-0.004956592502563635,0.025277303557530884,-0.004956592502563635,0.025179821539684788
75,0.007914594913549304,0.009519550750734185,0.007914594913549304,0.009420492800014224
76,-0.005963090853183187,-0.005257201579731419,-0.005963090853183187,-0.005357737353466785
77,0.004051879408381101,-0.018082144221267304,0.004051879408381101,-0.01818396261752908
78,-0.002644532788919261,-0.0025565706911621078,-0.002644532788919261,-0.0026568363747996315
79,0.0032083298000578388,0.004925279092450552,0.0032083298000578388,0.004825761668617368
80,-0.0007088872375983038,0.013091909253208911,-0.0007088872375983038,0.012993208574066273
81,-0.002123356156339421,0.013160763200402159,-0.002123356156339421,0.013062069407342891
82,0.011081533135551637,0.010822027125570455,0.011081533135551637,0.010723099435513972
83,0.0019635114780223225,0.00442831361584739,0.0019635114780223225,0.004328746490496416
84,-0.016700987077621778,-0.0044931307435887025,-0.016700987077621778,-0.004593590102598855
85,-0.01871184270996377,0.001361061104306116,-0.01871184270996377,0.0012611872230283705
86,0.0012241619334328185,-0.00022673579176557546,0.0012241619334328185,-0.00032676846861234843
87,0.0034106660824792818,-0.011600131448773476,0.0034106660824792818,-0.011701301578931567
88,3.873553937328985e-05,-0.008240943953098157,3.873553937328985e-05,-0.008341778130911415
89,-0.00437532051764727,0.005585300204094312,-0.00437532051764727,0.005485848788973291
90,-0.01261923917176391,-0.037844459117367446,-0.01261923917176391,-0.0379482539427618
91,-0.0009036117401848373,0.0031400798401755026,-0.0009036117401848373,0.003040383878563424
92,0.004472402664501252,-0.011040028412410141,0.004472402664501252,-0.011141142526662762
93,0.010156426703004795,-0.002778499962893033,0.010156426703004795,-0.002878787841677166
94,0.0041058295351218506,0.000958887291626298,0.0041058295351218506,0.0008589731889452334
95,-0.015615572574693948,0.024476002873130565,-0.015615572574693948,0.0243784407172023
96,0.01234813018705017,7.189937513718547e-05,0.01234813018705017,-2.8103435206316973e-05
97,0.004040393114855719,0.006216865126521642,0.004040393114855719,0.006117476874209049
98,0.00312514328840536,-0.03552516016079199,0.00312514328840536,-0.03562872303309539
99,-0.011781764945528218,0.0030025547164004296,-0.011781764945528218,0.0029028450009005446
100,0.011561298016909635,-0.006275979199867665,0.011561298016909635,-0.006376616861553774
